"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"529","cond-mat/9910217v1","1999-10-14 18:14:17","1999-10-14 18:14:17","Stable integration of isolated cell membrane patches in a nanomachined
  aperture: a step towards a novel device for membrane physiology","  We investigate the microscopic contact of a cell/semiconductor hybrid. The
semiconductor is nanostructured with the aim of single channel recording of ion
channels in cell membranes. This approach will overcome many limitations of the
classical patch-clamp technique. The integration of silicon-based devices
'on-chip' promises novel types of experiments on single ion channels.
","N. Fertig|A. Tilke|R. H. Blick|J. P. Kotthaus|J. C. Behrends|G. ten Bruggencate","","http://arxiv.org/abs/cond-mat/9910217v1","http://arxiv.org/pdf/cond-mat/9910217v1","","","","","cond-mat.soft","cond-mat.soft|q-bio"
"530","physics/9910021v2","1999-10-14 18:23:19","1999-10-15 19:37:19","Modelling a Parasystolic Rhythm in a Heart-Transplant Patient","  A parasystole from a heart-transplant patient is analysed using a
beat-to-beat RR interval time series obtained from an electrocardiogram (ECG).
The dysrhythmia, resulting from the co-existence of two pacemakers, the sinus
node and an ectopic focus, presents distinctive regular patterns, with
transitions from one pattern to another occurring abruptly. It is shown that
the parasystolic rhythm can be simulated by a model involving two oscillators
firing at fixed rates, under the restriction that neither is allowed to fire
during the other's refractory period. It is found that the structure of the
generated RR time series is essentially determined by the ratio of the period
of the two oscillators. In the case of a heart-transplant patient with a small
heart-rate variability as a result of heart denervation, the model predicts the
RR intervals with an error of less than 6% for an 80-beat sequence. From a
physiological point of view, the results imply that the interaction between the
two pacemakers in the heart is fairly weak, and hence the parasystole observed
in the heart-transplant patient can be modelled as a pure parasystole.
","M. Costa|I. R. Pimentel|T. Santiago|M. J. Rebocho|J. Melo|E. Ducla-Soares","","http://arxiv.org/abs/physics/9910021v2","http://arxiv.org/pdf/physics/9910021v2","","7 pages, 10 figures","Med. Biol. Eng. Comput. 37, 492, (1999)","","physics.med-ph","physics.med-ph|physics.bio-ph|q-bio"
"531","cond-mat/9910219v1","1999-10-14 20:04:50","1999-10-14 20:04:50","Evolution of Fragments Formed at the Rupture of a Knotted Alkane
  Molecule","  Common experience tells us that a knot significantly weakens the polymer
strand in which it is tied, which in turn leads to more facile chain rupture
under tensile loading. Using first-principles molecular dynamics calculations
we describe the dynamical evolution of the radicals that form after chain
rupture of a single knotted alkane molecule in their very early stages of life.
They are able to recombine, to form cyclic alkanes and to undergo
disproportionation phenomena with nearby chain segments. The breaking of a
single knotted polymer chain under mechanical loading is thus predicted to
reveal phenomena falling in the domain of ultrafast spectroscopy.
","A. Marco Saitta|Michael L. Klein","","http://arxiv.org/abs/cond-mat/9910219v1","http://arxiv.org/pdf/cond-mat/9910219v1","","5 pages, 4 figures. to appear on J. Am. Chem. Soc","","","cond-mat.mtrl-sci","cond-mat.mtrl-sci|cond-mat.soft|q-bio"
"532","cond-mat/9910248v1","1999-10-15 21:48:10","1999-10-15 21:48:10","Emergence of stable and fast folding protein structures","  The number of protein structures is far less than the number of sequences. By
imposing simple generic features of proteins (low energy and compaction) on all
possible sequences we show that the structure space is sparse compared to the
sequence space. Even though the sequence space grows exponentially with N (the
number of amino acids) we conjecture that the number of low energy compact
structures only scales as ln N. This implies that many sequences must map onto
countable number of basins in the structure space. The number of sequences for
which a given fold emerges as a native structure is further reduced by the dual
requirements of stability and kinetic accessibility. The factor that determines
the dual requirement is related to the sequence dependent temperatures,
T_\theta (collapse transition temperature) and T_F (folding transition
temperature). Sequences, for which \sigma =(T_\theta-T_F)/T_\theta is small,
typically fold fast by generically collapsing to the native-like structures and
then rapidly assembling to the native state. Such sequences satisfy the dual
requirements over a wide temperature range. We also suggest that the functional
requirement may further reduce the number of sequences that are biologically
competent. The scheme developed here for thinning of the sequence space that
leads to foldable structures arises naturally using simple physical
characteristics of proteins. The reduction in sequence space leading to the
emergence of foldable structures is demonstrated using lattice models of
proteins.
","D. Thirumalai|D. K. Klimov","","http://arxiv.org/abs/cond-mat/9910248v1","http://arxiv.org/pdf/cond-mat/9910248v1","http://dx.doi.org/10.1063/1.59954","latex, 18 pages, 8 figures, to be published in the conference
  proceedings ""Stochastic Dynamics and Pattern Formation in Biological Systems""","","10.1063/1.59954","cond-mat.soft","cond-mat.soft|q-bio"
"533","adap-org/9910003v1","1999-10-18 23:46:30","1999-10-18 23:46:30","Simple models of evolution and extinction","  This article gives a brief introduction to the mathematical modeling of
large-scale biological evolution and extinction. We give three examples of
simple models in this field: the coevolutionary avalanche model of Bak and
Sneppen, the environmental stress model of Newman, and the increasing fitness
model of Sibani, Schmidt, and Alstrom. We describe the features of real
evolution which these models are intended to explain and compare the results of
simulations against data drawn from the fossil record.
","M. E. J. Newman","Santa Fe Institute","http://arxiv.org/abs/adap-org/9910003v1","http://arxiv.org/pdf/adap-org/9910003v1","","8 pages, 6 figures. To appear as an invited article in Computing in
  Science and Engineering","","","adap-org","adap-org|nlin.AO|q-bio"
"534","cond-mat/9910422v1","1999-10-26 14:42:58","1999-10-26 14:42:58","Fractals from genomes: exact solutions of a biology-inspired problem","  This is a review of a set of recent papers with some new data added. After a
brief biological introduction a visualization scheme of the string composition
of long DNA sequences, in particular, of bacterial complete genomes, will be
described. This scheme leads to a class of self-similar and self-overlapping
fractals in the limit of infinitely long constotuent strings. The calculation
of their exact dimensions and the counting of true and redundant avoided
strings at different string lengths turn out to be one and the same problem. We
give exact solution of the problem using two independent methods: the
Goulden-Jackson cluster method in combinatorics and the method of formal
language theory.
","Bai-lin Hao","ICTP, Trieste, and ITP, Beijing","http://arxiv.org/abs/cond-mat/9910422v1","http://arxiv.org/pdf/cond-mat/9910422v1","http://dx.doi.org/10.1016/S0378-4371(00)00102-3","24 pages, LaTeX, 5 PostScript figures (two in color), psfig","","10.1016/S0378-4371(00)00102-3","cond-mat.soft","cond-mat.soft|cond-mat.dis-nn|q-bio"
"535","cond-mat/9910428v2","1999-10-26 17:55:40","2000-03-08 21:13:08","Simulated Coevolution in a Mutating Ecology","  The bit-string Penna Model is used to simulate the competition between an
asexual parthenogenetic and a sexual population sharing the same environment. A
new-born of either population can mutate and become a part of the other with
some probability. In a stable environment the sexual population soon dies out.
When an infestation by fastly mutating genetically coupled parasites is
introduced however, sexual reproduction prevails, as predicted by the so-called
Red Queen hypothesis for the evolution of sex.
","J. S. Sa' Martins","","http://arxiv.org/abs/cond-mat/9910428v2","http://arxiv.org/pdf/cond-mat/9910428v2","http://dx.doi.org/10.1103/PhysRevE.61.R2212","4 pages, 3 figures, minor revision in text and 2 added references","Phys. Rev. E 61, R2212 (2000)","10.1103/PhysRevE.61.R2212","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"536","physics/9910039v1","1999-10-27 02:58:21","1999-10-27 02:58:21","Rescaled range and transition matrix analysis of DNA sequences","  In this paper we treat some fractal and statistical features of the DNA
sequences. First, a fractal record model of DNA sequence is proposed by mapping
DNA sequences to integer sequences, followed by R/S analysis of the model and
computation of the Hurst exponents. Second, we consider transition between the
four kinds of bases within DNA. The transition matrix analysis of DNA sequences
shows that some measures of complexity based on transition proportion matrix
are of interest. We use some measures of complexity to distinguish exon and
intron. Regarding the evolution, we find that for species of higher grade, the
transition rate among the four kinds of bases goes further from the
equilibrium.
","Zu-Guo Yu|Guo-Yi Chen","","http://arxiv.org/abs/physics/9910039v1","http://arxiv.org/pdf/physics/9910039v1","http://dx.doi.org/10.1088/0253-6102/33/4/673","8 pages with one figure. Communication in Theoretical Physics (2000)
  (to appear)","Comm. Theor. Phys. 33(4) (2000) 673-678","10.1088/0253-6102/33/4/673","physics.bio-ph","physics.bio-ph|q-bio"
"537","physics/9910040v1","1999-10-27 03:14:52","1999-10-27 03:14:52","Dimensions of fractals related to languages defined by tagged strings in
  complete genomes","  A representation of frequency of strings of length K in complete genomes of
many organisms in a square has led to seemingly self-similar patterns when K
increases. These patterns are caused by under-represented strings with a
certain ""tag""-string and they define some fractals when K tends to infinite.
The Box and Hausdorff dimensions of the limit set are discussed. Although the
method proposed by Mauldin and Williams to calculate Box and Hausdorff
dimension is valid in our case, a different and simpler method is proposed in
this paper.
","Zu-Guo Yu|Bai-lin Hao|Hui-min Xie|Guo-Yi Chen","","http://arxiv.org/abs/physics/9910040v1","http://arxiv.org/pdf/physics/9910040v1","http://dx.doi.org/10.1016/S0960-0779(99)00141-1","9 pages with two figures","Chaos, Solitons and Fractals 11(14) (2000) 2215-2222","10.1016/S0960-0779(99)00141-1","physics.bio-ph","physics.bio-ph|q-bio"
"538","physics/9910045v1","1999-10-28 09:07:40","1999-10-28 09:07:40","A biological junction with quantum-like characteristics","  A model of chemical synapse as an electric junction is proposed. Estimations
and analysis of the model show that the junction has unique physical
characteristics reminding the Josephson junction.
","Alex A. Samoletov","","http://arxiv.org/abs/physics/9910045v1","http://arxiv.org/pdf/physics/9910045v1","","RevTeX v3.1, 6 pages","","","physics.bio-ph","physics.bio-ph|q-bio"
"539","cond-mat/9910500v1","1999-10-29 22:26:28","1999-10-29 22:26:28","Generalization in the Hopfield Model","  In the Hopfield model the ability of the network to generalization is studied
in the case of the network trained by one input image ({\it the standard}).
","Leonid B. Litinskii","High Pressure Physics Institute of Russian Academy of Sciences","http://arxiv.org/abs/cond-mat/9910500v1","http://arxiv.org/pdf/cond-mat/9910500v1","","RevTEX, 11 pages, 2 Postscript figures, the poster presentation on
  the ""Neural Computation in Science and Technology"" (October 10-13, Maale ha
  Chamisha, Israel)","","","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"540","adap-org/9911001v1","1999-11-01 12:21:52","1999-11-01 12:21:52","Mathematical description of the heat transfer in living tissue (Part I)","  In the present monograph we formulate a simple model for heat transfer in
living tissue with self - regulation. The initial point of the model is the
governing equations describing heat transfer in living tissue at the mesoscopic
level, i.e. considering different vessels individually. Then, basing on the
well known equivalence of the diffusion type process and random walks, we
develop a certain regular procedure that enables us to average these mesoscopic
equations practically over all scales of the hierarchical vascular network. The
microscopic governing equations obtained in this way describe living tissue in
terms of an active medium with continuously distributed self - regulation. One
of the interesting results obtained in the present monograph is that there can
be the phenomena of ideal self - regulation in large active hierarchical
systems. Large hierarchical systems are characterized by such a great
information flow that none of its elements can possess whole information
required of governing the system behavior. Nevertheless, there exists a
cooperative mechanism of regulation which involves individual response of each
element to the corresponding hierarchical piece of information and leads to
ideal system response due to self - processing of information. The particular
results are obtained for bioheat transfer. However, self - regulation in other
natural hierarchical systems seems to be organized in a similar way. The
characteristics of large hierarchical systems occurring in nature are discussed
from the stand point of regulation problems. By way of example, some ecological
and economic systems are considered. An cooperative mechanism of
self-regulation which enables the system to function ideally is proposed.
","I. A. Lubashevsky|V. V. Gafiychuk","","http://arxiv.org/abs/adap-org/9911001v1","http://arxiv.org/pdf/adap-org/9911001v1","","","","","adap-org","adap-org|nlin.AO|q-bio"
"541","adap-org/9911002v1","1999-11-01 14:06:29","1999-11-01 14:06:29","Mathematical description of the heat transfer in living tissue (Part II)","  In the present monograph we formulate a simple model for heat transfer in
living tissue with self - regulation. The initial point of the model is the
governing equations describing heat transfer in living tissue at the mesoscopic
level, i.e. considering different vessels individually. Then, basing on the
well known equivalence of the diffusion type process and random walks, we
develop a certain regular procedure that enables us to average these mesoscopic
equations practically over all scales of the hierarchical vascular network. The
microscopic governing equations obtained in this way describe living tissue in
terms of an active medium with continuously distributed self - regulation. One
of the interesting results obtained in the present monograph is that there can
be the phenomena of ideal self - regulation in large active hierarchical
systems. Large hierarchical systems are characterized by such a great
information flow that none of its elements can possess whole information
required of governing the system behavior. Nevertheless, there exists a
cooperative mechanism of regulation which involves individual response of each
element to the corresponding hierarchical piece of information and leads to
ideal system response due to self - processing of information. The particular
results are obtained for bioheat transfer. However, self - regulation in other
natural hierarchical systems seems to be organized in a similar way. The
characteristics of large hierarchical systems occurring in nature are discussed
from the stand point of regulation problems. By way of example, some ecological
and economic systems are considered. An cooperative mechanism of
self-regulation which enables the system to function ideally is proposed.
","I. A. Lubashevsky|V. V. Gafiychuk","","http://arxiv.org/abs/adap-org/9911002v1","http://arxiv.org/pdf/adap-org/9911002v1","","","","","adap-org","adap-org|nlin.AO|q-bio"
"542","cond-mat/9910520v1","1999-11-01 18:01:10","1999-11-01 18:01:10","On the structure pf genealogical trees in the presence of selection","  We investigate through numerical simulations the effect of selection on two
summary statistics for nucleotide variation in a sample of two genes from a
population of N asexually reproducing haploid individuals. One is the mean time
since two individuals had their most recent common ancestor ($\bar{T_s}$), and
the other is the mean number of nucleotide differences between two genes in the
sample ($\bar{d_s}$). In the case of diminishing epistasis, in which the
deleterious effect of a new mutation is attenuated, we find that the scale of
$\bar{d_s}$ with the population size depends on the mutation rate, leading then
to the onset of a sharp threshold phenomenon as N becomes large.
","P. R. A. Campos|M. T. Sonoda|J. F. Fontanari","","http://arxiv.org/abs/cond-mat/9910520v1","http://arxiv.org/pdf/cond-mat/9910520v1","http://dx.doi.org/10.1016/S0378-4371(00)00122-9","6 pages","","10.1016/S0378-4371(00)00122-9","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"543","cond-mat/9911004v1","1999-11-02 09:20:06","1999-11-02 09:20:06","Conformation changes and folding of proteins mediated by Davidov's
  soliton","  We suggest that Davidov's solitons, propagating through the backbone of a
protein, can mediate conformational transition and folding of a protein to its
native state. A simple toy model is presented in which a Non Linear Schrodinger
(NLS) field interacts with another field phi, corresponding to the conformation
angles of the protein. The interaction provides the conformation field with the
energy needed in order to overcome energy barriers for folding, thus avoiding
the need for stochastic thermal activation. Such a transition is therefore a
deterministic controled process.The soliton is compensated for its energy loss
by absorption of the energy gained in the folding process. This scenario does
not change significantly even in the presence of imposed disorder, provided
that the initial momentum of the soliton is large enough.
","Shay Caspi|Eshel Ben-Jacob","","http://arxiv.org/abs/cond-mat/9911004v1","http://arxiv.org/pdf/cond-mat/9911004v1","","14 pages, 2 figures","","","cond-mat","cond-mat|q-bio"
"544","cond-mat/9911008v1","1999-11-02 11:24:29","1999-11-02 11:24:29","Theoretical study of collective modes in DNA at ambient temperature","  The instantaneous normal modes corresponding to base pair vibrations (radial
modes) and twist angle fluctuations (angular modes) of a DNA molecule model at
ambient temperature are theoretically investigated. Due to thermal disorder,
normal modes are not plane waves with a single wave number q but have a finite
and frequency dependent damping width. The density of modes rho(nu), the
average dispersion relation nu(q) as well as the coherence length xi(nu) are
analytically calculated. The Gibbs averaged resolvent is computed using a
replicated transfer matrix formalism and variational wave functions for the
ground and first excited state. Our results for the density of modes are
compared to Raman spectroscopy measurements of the collective modes for DNA in
solution and show a good agreement with experimental data in the low frequency
regime nu < 150 cm^{-1}. Radial modes extend over frequencies ranging from 50
cm^{-1} to 110 cm^{-1}. Angular modes, related to helical axis vibrations are
limited to nu < 25 cm^{-1}. Normal modes are highly disordered and coherent
over a few base pairs only (xi < 2 nm) in good agreement with neutron
scattering experiments.
","Simona Cocco|Remi Monasson","","http://arxiv.org/abs/cond-mat/9911008v1","http://arxiv.org/pdf/cond-mat/9911008v1","http://dx.doi.org/10.1063/1.481646","20 pages + 13 ps figures","","10.1063/1.481646","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"545","cond-mat/9911006v1","1999-11-02 22:13:06","1999-11-02 22:13:06","Instantons in the working memory: implications for schizophrenia","  The influence of the synaptic channel properties on the stability of delayed
activity maintained by recurrent neural network is studied. The duration of
excitatory post-synaptic current (EPSC) is shown to be essential for the global
stability of the delayed response. NMDA receptor channel is a much more
reliable mediator of the reverberating activity than AMPA receptor, due to a
longer EPSC. This allows to interpret the deterioration of working memory
observed in the NMDA channel blockade experiments. The key mechanism leading to
the decay of the delayed activity originates in the unreliability of the
synaptic transmission. The optimum fluctuation of the synaptic conductances
leading to the decay is identified. The decay time is calculated analytically
and the result is confirmed computationally.
","Alexei A. Koulakov","","http://arxiv.org/abs/cond-mat/9911006v1","http://arxiv.org/pdf/cond-mat/9911006v1","","","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.soft|q-bio"
"546","cond-mat/9911036v1","1999-11-03 16:23:17","1999-11-03 16:23:17","A Model for Double-Stranded Excitations of DNA","  We calculate the spectrum of torsional vibrations of a double-stranded
structure that models the double helix of the DNA. We come to the conclusion
that within the framework of the model elementary excitations may display an
asymmetry as regards their winding and direction of the propagation, depending
on initial polarization. The asymmetry could have a bearing on processes that
take place in molecules of the DNA.
","V. L. Golo|E. I. Kats|Yu. M. Yevdokimov","","http://arxiv.org/abs/cond-mat/9911036v1","http://arxiv.org/pdf/cond-mat/9911036v1","","7 pages, Latex, 2 figures","","","cond-mat.soft","cond-mat.soft|q-bio"
"547","physics/9911006v1","1999-11-04 10:39:08","1999-11-04 10:39:08","Genetic Algorithms in Time-Dependent Environments","  The influence of time-dependent fitnesses on the infinite population dynamics
of simple genetic algorithms (without crossover) is analyzed. Based on general
arguments, a schematic phase diagram is constructed that allows one to
characterize the asymptotic states in dependence on the mutation rate and the
time scale of changes. Furthermore, the notion of regular changes is raised for
which the population can be shown to converge towards a generalized
quasispecies. Based on this, error thresholds and an optimal mutation rate are
approximately calculated for a generational genetic algorithm with a moving
needle-in-the-haystack landscape. The so found phase diagram is fully
consistent with our general considerations.
","Christopher Ronnewinkel|Claus O. Wilke|Thomas Martinetz","","http://arxiv.org/abs/physics/9911006v1","http://arxiv.org/pdf/physics/9911006v1","","24 pages, 14 figures, submitted to the 2nd EvoNet Summerschool","","","physics.bio-ph","physics.bio-ph|adap-org|cs.NE|nlin.AO|q-bio"
"548","cond-mat/9911073v1","1999-11-05 02:46:18","1999-11-05 02:46:18","Sleep-Wake Differences in Scaling Behavior of the Human Heartbeat:
  Analysis of Terrestrial and Long-Term Space Flight Data","  We compare scaling properties of the cardiac dynamics during sleep and wake
periods for healthy individuals, cosmonauts during orbital flight, and subjects
with severe heart disease. For all three groups, we find a greater degree of
anticorrelation in the heartbeat fluctuations during sleep compared to wake
periods. The sleep-wake difference in the scaling exponents for the three
groups is comparable to the difference between healthy and diseased
individuals. The observed scaling differences are not accounted for simply by
different levels of activity, but appear related to intrinsic changes in the
neuroautonomic control of the heartbeat.
","Plamen Ch. Ivanov|Armin Bunde|Luis A. N. Amaral|Shlomo Havlin|Janice Fritsch-Yelle|Roman M. Baevsky|H. Eugene Stanley|Ary L. Goldberger","","http://arxiv.org/abs/cond-mat/9911073v1","http://arxiv.org/pdf/cond-mat/9911073v1","http://dx.doi.org/10.1209/epl/i1999-00525-0","7 pages, 4 figures; to appear in Europhysics Letters, Dec. 99","","10.1209/epl/i1999-00525-0","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"549","cond-mat/9911078v1","1999-11-05 11:13:15","1999-11-05 11:13:15","Multiplicity of species in some replicative systems","  In an attempt to explain the uniqueness of the coding mechanism of living
cells as contrasted with multi-species structure of ecosystems we examine two
models of individuals with some replicative properties. In the first model the
system generically remains in a multi-species state. Even though for some of
these species the replicative probability is very high, they are unable to
invade the system. In the second model, in which the death rate depends on the
type of the species, the system relatively quickly reaches a single-species
state and fluctuations might at most bring it to yet another single-species
state.
","A. Lipowski","","http://arxiv.org/abs/cond-mat/9911078v1","http://arxiv.org/pdf/cond-mat/9911078v1","http://dx.doi.org/10.1103/PhysRevE.61.3009","9 pages, 7 figures, submitted to Phys.Rev.E","Phys.Rev.E 61, 3009 (2000)","10.1103/PhysRevE.61.3009","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"550","cond-mat/9911112v1","1999-11-08 23:12:40","1999-11-08 23:12:40","Self-localization of directed polymers and oppressive population control","  We construct a phenomenological theory of self-localization of directed
polymers in d+1 dimensions. In d=1 we show that the polymer is always
self-localized, whereas in d=2 there is a phase transition between localized
and free states. We also map this system to a model of population dynamics with
fixed total population. Our previous results translate to static and expanding
population clusters, depending on the birth and death rates. A novel
``pseudo-travelling wave'' is observed in some sectors of parameter space.
","T. J. Newman|Eugene B. Kolomeisky","","http://arxiv.org/abs/cond-mat/9911112v1","http://arxiv.org/pdf/cond-mat/9911112v1","","4 pages, 2 figures, submitted to Physical Review Letters","","","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"551","cond-mat/9911187v2","1999-11-12 13:49:35","1999-11-13 09:12:03","Mixed state on a sparsely encoded associative memory model","  In the present paper, we analyze symmetric mixed states corresponding to the
so-called concept formation on a sparsely encoded associative memory model with
0-1 neurons. Three types of mixed states, OR, AND and a majority decision mixed
state are described as typical examples. Each element of the OR mixed state is
composed of corresponding memory pattern elements by means of the OR-operation.
The other two types are similarly defined. By analyzing their stabilities
through the SCSNA and the computer simulation, we found that the storage
capacity of the OR mixed state diverges in the sparse limit, but that the other
states do not diverge. In addition, we found that the optimal threshold values,
which maximize the storage capacity, for the memory pattern and the OR mixed
state coincide with each other in the spare limit. Thus, we conclude that the
OR mixed state is a reasonable representative of the mixed state in the spare
limit. Finally, the paper examines the relationship between our results and
recently reported physiological findings regarding face-responsive neurons in
the inferior temporal cortex.
","Tomoyuki Kimoto|Masato Okada","Oita National College of Technology|Japan Science and Technology Corporation","http://arxiv.org/abs/cond-mat/9911187v2","http://arxiv.org/pdf/cond-mat/9911187v2","","12 pages, 9 figures","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech|q-bio"
"552","physics/9911029v2","1999-11-14 19:47:08","2005-01-09 23:42:51","Evaluation of the Extension of the Cerebral Blood Flow and its Main
  Parameters","  Among the major factors controlling the cerebral blood flow (CBF) - cerebral
perfusion pressure, arterial partial pressure of oxygen (PaO2), cerebral
metabolism, arterial partial pressure of carbon dioxide (PaCO2), and cardiac
output, the effect of PaCO2 is peculiar in being independent of autoregulatory
CBF mechanisms and it allows to explore the full range of the CBF. We have
developed a simple physical model, and have derived a simple four parameter
formula, relating the CBF to PaCO2. The parameters can be extracted in an easy
way, directly from the experimental data. With this model five experimental
data sets of human, rats, baboons and dogs were well fitted. The same type of
parametrization was also used successfully for fitting experimental data of
PaO2 of dogs. We have also looked on the dependence of the parameters on other
factors and were able to evaluate their dependence on the mean arterial blood
pressure.
","A. Gersten","","http://arxiv.org/abs/physics/9911029v2","http://arxiv.org/pdf/physics/9911029v2","","27 pages","","","physics.med-ph","physics.med-ph|physics.bio-ph|q-bio"
"553","physics/9911037v1","1999-11-17 00:38:33","1999-11-17 00:38:33","Residue profile in predivergence sequences as a guide to the origin of
  DNA replication","  DNA dependent RNA polymerase core subunits abb' conserved residues at
frequencies most closely matched with codons at stage 10.4-11.1 in code
evolution. An excess of acidic residues (stage 2 additions) lowered this
estimate, but not by more than 2.3 stages. With 1 tryptophan (stage 14
addition) in 529 conserved residues, abb' significantly under-represented this
amino acid, consistent with a cut-off in its residue profile before completion
of the genetic code. Residue profiles in FEN-1 homologs and DNA topoisomerase
I-5' placed their origin at stage 11-13. Prokaryote septation protein, FtsZ,
arose earlier, between stage 8-11. Proteolipid in an ATP-driven proton pump
served as a marker for cell membrane formation. It indicated this event took
place near stage 7. Cell division, DNA replication and transcription were
inferred to have originated in a protocell antecedent of the last common
ancestor. Late-forming residue profiles characterized RNA dependent RNA
replicase, DNA polymerase, reverse transcriptase and ribonucleotide reductase.
This suggests some early processes, including RNA replication and
deoxynucleotide synthesis, once depended on catalysts not found in extant
residue sequences. Early formation of topoisomerase I, and enzymes that
synthesize and trim RNA-DNA hybrids was viewed as evidence for a mixed duplex,
with linear RNA and DNA strands, in the transition from an RNA to DNA genome.
","Brian K. Davis","","http://arxiv.org/abs/physics/9911037v1","http://arxiv.org/pdf/physics/9911037v1","","21 pages, 2 figures postscript file","","","physics.bio-ph","physics.bio-ph|q-bio"
"554","physics/9911039v1","1999-11-17 20:27:43","1999-11-17 20:27:43","Correlation Dimension Maps of EEG from Epileptic Absences","  Purpose: The understanding of brain activity, and in particular events such
as epileptic seizures, lies on the characterisation of the dynamics of the
neural networks. The theory of non-linear dynamics provides signal analysis
techniques which may give new information on the behaviour of such networks.
Methods: We calculated correlation dimension maps for 19-channel EEG data from
3 patients with a total of 7 absence seizures. The signals were analysed
before, during and after the seizures. Phase randomised surrogate data was used
to test chaos. Results: In the seizures of two patients we could distinguish
two dynamical regions on the cerebral cortex, one that seemed to exhibit chaos
whereas the other seemed to exhibit noise. The pattern shown is essentially the
same for seizures triggered by hyperventilation, but differ for seizures
triggered by light flashes. The chaotic dynamics that one seems to observe is
determined by a small number of variables and has low complexity. On the other
hand, in the seizures of another patient no chaotic region was found. Before
and during the seizures no chaos was found either, in all cases. Conclusions:
The application of non-linear signal analysis revealed the existence of
differences in the spatial dynamics associated to absence seizures. This may
contribute to the understanding of those seizures and be of assistance in
clinical diagnosis.
","C. Silva|I. R. Pimentel|A. Andrade|J. P. Foreid|E. Ducla-Soares","","http://arxiv.org/abs/physics/9911039v1","http://arxiv.org/pdf/physics/9911039v1","","9 pages, 8 figures","Brain Topography, vol. 11, no. 3, pp. 201, 1999","","physics.med-ph","physics.med-ph|physics.data-an|q-bio"
"555","physics/9911041v1","1999-11-18 09:06:01","1999-11-18 09:06:01","On the Biological Advantage of Chirality","  The presence of chirality in the main molecules of life may well be not just
a structural artifact, but of pure biological advantage. The possibility of the
existence of a phenomenon of a special mode of interaction, labeled as ""chiral
interaction"" (CI), for which structural chirality is a necessary condition, is
the main reason for such an advantage. In order to demonstrate such a
possibility, macroscopic chiral devices are introduced and presented as
analogies for such an interaction. For this purpose it is important to make a
clear distinction between geometric and physical chiralities, where the latter
are capable to perform chiral interactions with various media. Apart from
chirality, a few other structural elements are required. In particular, the
presence of an interface that separates between the chiral device and the
medium with which it is interacting. The physical chirality is build into this
very interface where chiral interaction is taking place. On a molecular level,
soluble proteins in particular, the active medium is the presence of random
ionic motion in the aqueous solvent. As a result of chiral interaction a
certain perturbation, or current, is generated and flowing along the coils of $
\alpha$-helix structure in one preferred direction out of two possible ones. A
model for such a chiral interaction is presented and a few significant
consequences are pointed out. In particular, it is important to emphasize the
time-irreversible feature of chiral interaction, which leads to its non-ergodic
nature that is to be considered a necessary condition for evolutionary
processes in biomolecules. There exists an experimental result by Careri et al.
who found a clear linkage between the free protonic motion in the hydration
layer of protein s and their enzymatic activity.
","G. Gilat","","http://arxiv.org/abs/physics/9911041v1","http://arxiv.org/pdf/physics/9911041v1","","41 pages, 6 figures, written in Latex","","","physics.bio-ph","physics.bio-ph|q-bio"
"556","physics/9911048v1","1999-11-21 05:41:44","1999-11-21 05:41:44","Coherence Resonance and Noise-Induced Synchronization in Globally
  Coupled Hodgkin-Huxley Neurons","  The coherence resonance (CR) of globally coupled Hodgkin-Huxley neurons is
studied. When the neurons are set in the subthreshold regime near the firing
threshold, the additive noise induces limit cycles. The coherence of the system
is optimized by the noise. A bell-shaped curve is found for the peak height of
power spectra of the spike train, being significantly different from a
monotonic behavior for the single neuron. The coupling of the network can
enhance CR in two different ways. In particular, when the coupling is strong
enough, the synchronization of the system is induced and optimized by the
noise. This synchronization leads to a high and wide plateau in the local
measure of coherence curve. The local-noise-induced limit cycle can evolve to a
refined spatiotemporal order through the dynamical optimization among the
autonomous oscillation of an individual neuron, the coupling of the network,
and the local noise.
","Yuqing Wang|David T. W. Chik|Z. D. Wang","Department of Physics, The University of Hong Kong|Department of Physics, The University of Hong Kong|Department of Physics, The University of Hong Kong","http://arxiv.org/abs/physics/9911048v1","http://arxiv.org/pdf/physics/9911048v1","http://dx.doi.org/10.1103/PhysRevE.61.740","five pages, five figures","","10.1103/PhysRevE.61.740","physics.bio-ph","physics.bio-ph|q-bio"
