veh_value,exposure,clm,numclaims,claimsize,veh_body,veh_age,gender,area,agecat,valcat
1.41,.503764544831938,1,1,675.549999237061,HBACK,3,F,C,4,1
2.31,.580424366868101,1,1,369.14999961853,SEDAN,1,F,C,3,1
.79,.498288843256887,1,1,200.009998321533,HBACK,3,F,C,4,1
1.19,.813141683775029,1,1,839.449998855591,HBACK,2,F,C,4,1
.94,.309377138943091,1,1,295.479999780655,STNWG,4,F,D,2,1
1.12,.492813141681836,1,1,200,COUPE,3,M,C,2,1
.54,.309377138943091,1,1,200,HBACK,4,F,E,6,1
1.89,.402464065708045,1,1,200,HBACK,2,M,A,3,1
2.62,.706365503079724,1,1,1679.54999923706,SEDAN,1,F,C,2,2
1.18,.993839835726249,1,1,200,SEDAN,3,F,B,3,1
1.78,.928131416832912,1,1,5300.67999267578,HBACK,2,F,A,2,1
1.5,.418891170429561,1,1,200,HBACK,1,M,B,6,1
2.2,.410677618066984,1,1,2854.04999542236,HDTOP,2,F,C,5,1
1.06,.709103353859973,1,1,1987.32999420166,UTE,3,M,A,1,1
1.26,.506502395612188,1,2,1231.74999856949,HBACK,2,M,C,4,1
2.79,.292950034221576,1,1,400.119999885559,SEDAN,1,F,B,2,2
1.62,.043805612594042,1,1,2334.13999938965,SEDAN,2,M,B,3,1
1.41,.257357973986984,1,1,639.319999694824,HDTOP,3,M,A,3,1
2.33,.306639288155566,1,1,353.769999980927,UTE,3,F,A,3,1
2.81,.536618754273377,1,1,770.449998855591,STNWG,3,M,C,3,2
1.349,.292950034221576,1,1,200,HBACK,1,F,B,3,1
3.65,.629705681036285,1,1,1177.73999786377,STNWG,2,F,F,1,2
1.3,.999315537294024,1,1,200,HBACK,2,F,A,2,1
1.26,.999315537302664,1,1,200,HBACK,2,F,B,4,1
1.4,.928131416832912,1,1,4063.22999572754,STNWG,3,M,A,1,1
1.44,.416153319642035,1,1,200,SEDAN,3,F,E,3,1
.8,.183436002736528,1,1,200,HBACK,3,F,C,4,1
1.36,.706365503079724,1,2,5563.5299949646,STNWG,4,M,C,4,1
1.5,.706365503079724,1,1,3782.28999328613,HBACK,1,F,C,1,1
1.68,.418891170429561,1,1,858.379999160767,SEDAN,2,M,A,6,1
1.61,.369609856261377,1,1,389.949999809265,HBACK,2,F,E,1,1
.81,.583162217655627,1,1,6007.85998535156,HBACK,4,F,B,5,1
1.26,.416153319642035,1,1,948.789999008179,HBACK,2,M,A,4,1
.85,.301163586584153,1,1,367.729999542236,HBACK,3,F,A,2,1
2.99,.928131416832912,1,1,345,STNWG,2,M,A,2,2
.64,.295687885009102,1,1,200,HBACK,4,F,C,4,1
1.43,.684462696779519,1,1,200,HBACK,3,M,A,1,1
.85,.301163586584153,1,1,353.769999980927,HBACK,3,F,C,1,1
1.76,.49007529089431,1,1,1543.35999679565,HBACK,2,M,B,5,1
1.35,.416153319642092,1,1,1074.5,HBACK,1,M,C,1,1
2.4,.958247775495693,1,2,3452.16999816895,STNWG,4,M,C,3,1
2.27,.298425735796627,1,1,7363.78999328613,SEDAN,1,M,A,2,1
1.46,.960985626283218,1,1,459.089999198914,PANVN,3,F,C,4,1
.46,.837782340859121,1,1,1037.25999832153,HBACK,4,F,A,6,1
2.33,.583162217655627,1,1,815.299999237061,TRUCK,3,M,D,4,1
.89,.164271047227487,1,1,2317.25999450684,HBACK,3,F,C,1,1
1.94,.681724845993813,1,2,471.739999771118,SEDAN,1,F,C,3,1
1.849,.681724845995632,1,1,436.469999790192,SEDAN,1,F,D,1,1
.88,.511978097187239,1,1,1440.58999633789,HBACK,3,F,C,4,1
1.66,.487337440106785,1,1,200,STNWG,3,F,C,3,1
1.56,.511978097187239,1,1,5086.62998962402,STNWG,4,F,F,2,1
2.37,.681724845991994,1,1,477.269999504089,STNWG,3,F,B,3,1
2.05,.960985626283218,1,1,2505.25,SEDAN,2,F,B,2,1
1.65,.468172484597744,1,1,200,SEDAN,2,F,D,6,1
1.649,.676249144416943,1,1,342.89999961853,HBACK,1,M,C,3,1
3.86,.698151950717147,1,1,367.729999542236,STNWG,2,F,C,4,2
3.09,.681724845991994,1,1,200,STNWG,1,F,A,3,2
1.79,.465434633812038,1,1,450,STNWG,4,F,E,1,1
1.96,.0903490759747001,1,1,1584.96999740601,SEDAN,2,M,A,2,1
1.57,.47091033538527,1,1,467.849999427795,SEDAN,2,M,B,4,1
2.09,.158795345652834,1,1,442.269999980927,SEDAN,1,M,D,5,1
1.1,.840520191646647,1,1,200,HBACK,3,F,A,4,1
.76,.407939767279061,1,1,8178.34997558594,HBACK,4,F,C,4,1
1,.525667351126685,1,1,200,SEDAN,3,F,A,2,1
1.05,.421629021216688,1,1,553.239999771118,SEDAN,3,M,C,6,1
2.25,.908966461327509,1,1,4942.50999450684,SEDAN,2,F,E,4,1
2.61,.908966461327509,1,1,794.779998779297,SEDAN,2,M,C,4,2
1.83,.695414099929621,1,1,2774.87999725342,STNWG,3,M,E,3,1
1.05,.678986995204468,1,1,2236.64999771118,SEDAN,4,M,B,2,1
.72,.960985626283218,1,1,717.239990234375,HBACK,4,F,C,2,1
2.18,.936344969195488,1,1,394.429999828339,HBACK,3,F,B,3,1
1,.785763175903412,1,1,200,HBACK,3,F,A,4,1
.74,.0109514031484537,1,1,4974.80999755859,SEDAN,4,F,E,5,1
.31,.054757015742382,1,1,200,HBACK,4,F,C,2,1
1.44,.591375770017805,1,1,379.14999961853,UTE,3,M,C,1,1
1.03,.191649555097683,1,1,200,SEDAN,3,F,C,5,1
2.11,.295687885009102,1,1,200,SEDAN,2,M,C,6,1
.85,.632443531825629,1,1,890.449998855591,HBACK,4,M,A,2,1
1.71,.407939767281732,1,1,200,SEDAN,2,F,C,2,1
4,.695414099929621,1,1,950.869997024536,STNWG,2,M,E,1,2
1.399,.999315537298571,1,2,582.689999699593,HBACK,1,F,A,3,1
.65,.481861738531734,1,2,400,SEDAN,4,M,C,4,1
4.349,.596851471593254,1,1,200,UTE,1,M,B,3,2
3.162,.966461327854631,1,1,1317.43999862671,UTE,1,M,B,5,2
2.15,.695414099929621,1,1,969.128177642822,SEDAN,2,F,A,2,1
.95,.695414099929621,1,1,200,HBACK,3,F,C,4,1
6.6,.498288843256489,1,1,369.14999961853,STNWG,1,M,C,4,3
.87,.602327173168305,1,1,3429.10999298096,HBACK,3,F,A,1,1
1.33,.407939767279458,1,1,3518.26999664307,SEDAN,2,F,D,4,1
1.349,.63244353182381,1,2,3074.80999755859,HBACK,1,F,C,4,1
2.8,.63244353182381,1,1,3336.68999481201,SEDAN,3,M,C,4,2
.5,.684462696777302,1,1,1446.12999725342,SEDAN,4,F,A,2,1
1.26,.0520191649552544,1,1,389.949999809265,HBACK,1,F,E,5,1
2.53,.695414099929621,1,1,703.209999084473,UTE,3,M,D,4,2
1.43,.692676249142096,1,1,200,UTE,3,M,C,1,1
2.42,.939082819983014,1,1,465,UTE,3,M,E,2,1
3.51,.725530458585126,1,1,353.769999980927,UTE,1,M,B,6,2
1.5,.0301163586582334,1,1,532.75,SEDAN,2,F,C,3,1
1.02,.722792607797601,1,1,389.949999809265,UTE,3,M,D,5,1
.37,.27104722792501,1,1,1058.16999816895,SEDAN,4,M,C,4,1
.7,.0985626283359693,1,1,22216.0899047852,PANVN,4,M,C,5,1
1.02,.27104722792501,1,1,2289.14999389648,SEDAN,3,F,A,3,1
1.38,.273785078712535,1,1,2301.01363372803,SEDAN,3,M,C,6,1
.71,.276522929500061,1,1,3403.46999359131,SEDAN,4,F,D,5,1
1.22,.725530458585126,1,1,390,HDTOP,4,M,D,2,1
1.83,.728268309372652,1,1,484,STNWG,4,F,E,5,1
1.13,.53114305269952,1,1,367.729999542236,STNWG,4,M,B,4,1
.69,.479123887746596,1,1,369.14999961853,HBACK,3,F,C,3,1
3.199,.659822039695428,1,1,1332.43999862671,STNWG,1,M,A,6,2
1.71,.728268309372652,1,1,200,SEDAN,2,F,C,1,1
1.3,.273785078712535,1,1,2186.67999649048,SEDAN,3,F,D,6,1
.68,.835044490070345,1,1,200,SEDAN,4,M,C,3,1
2.16,.725530458585126,1,1,1260.30999755859,STNWG,2,F,B,4,1
2.5,.922655715257463,1,2,2364.17999649048,HDTOP,3,M,F,1,1
1.18,.835044490067958,1,1,3532.67999267578,HBACK,2,F,B,1,1
.39,.459958932235168,1,1,405.079999923706,SEDAN,4,M,C,5,1
.44,.539356605062494,1,1,353.769999980927,SEDAN,4,M,B,3,1
2.23,.539356605061243,1,1,1017.26999855042,STNWG,4,M,A,2,1
1.47,.539356605062494,1,1,353.799999713898,UTE,4,M,B,1,1
2.37,.459958932235622,1,1,1444.0299987793,MIBUS,3,M,C,2,1
4,.848733744009223,1,1,389.949999809265,STNWG,3,F,F,4,2
.54,.856947296365547,1,1,634.349999427795,HBACK,4,F,B,1,1
1.36,.533880903487443,1,1,2499.16999816895,SEDAN,2,F,D,2,1
3.03,.292950034221576,1,1,200,SEDAN,2,F,B,1,2
1.18,.83230663928407,1,1,545.449999809265,HBACK,2,F,B,1,1
2.04,.673511293629417,1,1,560.64999961853,STNWG,3,F,F,2,1
2.31,.2327173169042,1,1,200,HBACK,1,F,B,1,1
.66,.479123887747846,1,1,821.019998550415,SEDAN,4,F,C,4,1
.98,.00273785078712763,1,1,8605.29998779297,SEDAN,3,F,D,1,1
.37,.501026694042594,1,1,200,HBACK,4,F,C,6,1
1.81,.83230663928407,1,2,807.519999742508,SEDAN,2,F,C,5,1
1.5,.136892539356268,1,1,200,SEDAN,2,F,C,1,1
.44,.731006160160177,1,2,2133.32999610901,SEDAN,4,F,B,6,1
.73,.637919233396133,1,1,876.449998855591,HBACK,4,F,B,5,1
1.37,.930869267620437,1,1,4192.06999969482,HBACK,1,M,A,1,1
3.549,.845995893222607,1,1,619.189999580383,STNWG,1,M,F,4,2
1.07,.533880903487045,1,1,200,SEDAN,3,F,C,4,1
2.02,.673511293633055,1,1,369.179999828339,STNWG,3,M,B,2,1
.97,.752908966460382,1,1,659.849999427795,SEDAN,3,M,C,1,1
3.26,.755646817247907,1,1,200,STNWG,2,F,E,5,2
2.01,.594113620805729,1,2,743.079999685287,SEDAN,1,F,E,4,1
2.84,.752908966460382,1,1,1564.32999801636,MIBUS,3,F,A,3,2
1.36,.454483230663357,1,1,941.869997024536,HBACK,2,F,C,2,1
1.5,.755646817247907,1,1,451.699999809265,HDTOP,4,M,B,4,1
.87,.752908966460382,1,1,520.119999885559,HBACK,3,F,B,3,1
3.96,.665297741272866,1,1,760.769998550415,STNWG,1,F,C,3,2
2.85,.65982203969179,1,1,238.450000762939,SEDAN,1,M,C,3,2
1.84,.673511293629417,1,1,200,MIBUS,4,F,C,2,1
.98,.0492813141682404,1,1,4939.37998962402,SEDAN,4,M,C,4,1
1.2,.290212183434051,1,1,200,HBACK,1,F,B,4,1
1.51,.68993839835457,1,1,1291.64999771118,MIBUS,4,F,C,3,1
2.34,.405201916491933,1,1,625.219999313354,PANVN,2,F,C,4,1
.69,.594113620805729,1,1,200,COUPE,4,M,B,3,1
2.2,.971937029426044,1,1,345,STNWG,4,M,D,1,1
1.58,.670773442841892,1,1,200,HBACK,3,F,C,2,1
2.31,.377823408623556,1,2,19847.7399597168,COUPE,2,M,B,2,1
.66,.476386036959923,1,1,6377.71998596191,COUPE,4,M,C,2,1
.98,.235455167692635,1,1,1977.29999923706,TRUCK,3,M,E,3,1
6.38,.689938398349113,1,1,1979.21999740601,STNWG,1,F,B,3,3
4.73,.700889801504673,1,2,774.759999275208,STNWG,1,M,E,5,2
1.02,.68993839835457,1,1,1580.16999816895,HBACK,4,F,A,1,1
1.3,.673511293629417,1,1,200,HBACK,1,M,A,3,1
1.41,.136892539356268,1,1,1867.78999710083,HBACK,2,F,C,3,1
1.08,.733744010947703,1,1,389.949999809265,STNWG,4,M,F,3,1
1,.265571526349959,1,1,1756.54999923706,HBACK,3,F,C,6,1
1.64,.265571526349959,1,1,200,SEDAN,2,F,A,5,1
.77,.136892539356268,1,1,8267.03999328613,SEDAN,4,F,B,2,1
0,.999315537297662,1,1,527.129998207092,STNWG,4,M,D,3,1
1.03,.265571526349959,1,1,296.219999790192,SEDAN,3,M,C,4,1
1.26,.454483230661936,1,1,1079.15999984741,HBACK,2,F,A,5,1
2.1,.68993839835457,1,2,4081.56999588013,STNWG,3,F,E,3,1
1.3,.265571526349959,1,1,1791.39999771118,SEDAN,2,F,F,1,1
1.54,.309377138943091,1,1,335.819999694824,HBACK,3,M,B,4,1
1.399,.391512662557943,1,1,7377.19999694824,HBACK,1,M,C,4,1
.68,.750171115670128,1,1,981.929998397827,HBACK,4,F,C,4,1
6.02,.68993839835457,1,1,3334.21999359131,STNWG,2,F,C,3,3
4.7,.785763175905231,1,1,1583.97999954224,STNWG,1,M,F,4,2
.54,.750171115672856,1,1,930.919998168945,HBACK,4,M,C,5,1
3.39,.553045859000122,1,1,963.019998550415,STNWG,3,F,C,6,2
1.4,.750171115672856,1,1,599.159999847412,UTE,3,M,A,3,1
1.47,.344969199177285,1,1,1883.2799987793,TRUCK,3,M,C,3,1
.95,.750171115672856,1,1,3255.63999938965,HBACK,3,M,E,5,1
2.06,.750171115672856,1,1,810.349998474121,HBACK,3,F,C,5,1
.68,.750171115672856,1,1,408.949999809265,HBACK,4,F,E,5,1
2.36,.750171115672856,1,1,3189.34999847412,STNWG,3,F,C,3,1
.87,.134154688568344,1,1,816.699991226196,SEDAN,3,M,C,4,1
2.15,.750171115672856,1,1,819.679998397827,SEDAN,2,F,C,3,1
4.53,.522929500340979,1,1,837.339998245239,HDTOP,1,M,C,5,2
1.34,.643394934973912,1,1,9288.62997436523,SEDAN,3,F,C,3,1
1.38,.13415468856897,1,1,2276.38999938965,HBACK,1,M,A,4,1
2.299,.97467488021357,1,1,256.989999771118,SEDAN,1,M,C,4,1
2.01,.596851471593254,1,1,4023.30999755859,SEDAN,1,F,C,3,1
2.56,.402464065708045,1,1,3190.50999450684,STNWG,3,F,E,2,2
1.57,.424366872004612,1,1,1211.96999931335,SEDAN,2,M,D,4,1
1.62,.355920602323749,1,1,200,HBACK,1,M,A,6,1
2.13,.596851471593254,1,1,200,SEDAN,2,F,D,5,1
3.16,.402464065708045,1,1,523.429999351501,STNWG,2,M,E,6,2
1.5,.643394934973912,1,1,866.5,SEDAN,3,M,E,2,1
.65,.287474332647037,1,1,1829.26999664307,UTE,4,M,C,1,1
2.05,.999315537297662,1,1,346.909999847412,PANVN,3,M,A,1,1
2.25,.643394934973912,1,1,3837.68999481201,UTE,3,M,D,4,1
.59,.0164271047227089,1,1,5557.6199798584,UTE,4,M,C,6,1
.35,.355920602323749,1,1,1363.43999862671,SEDAN,4,M,A,3,1
1.63,.240930869265867,1,1,389.949999809265,SEDAN,2,F,E,3,1
1.47,.651608487336489,1,1,1089.66999816895,SEDAN,2,F,A,6,1
.76,.314852840518142,1,1,7014.79997253418,HBACK,3,F,A,3,1
.83,.687200547567045,1,1,3114.21999359131,HBACK,3,F,D,5,1
.76,.747433264885331,1,1,3091.93999481201,HBACK,3,F,A,4,1
1.23,.747433264885331,1,1,1248.84999847412,SEDAN,3,M,A,4,1
.93,.66529774126775,1,1,7750.68998718262,COUPE,4,F,C,1,1
5.99,.665297741266443,1,1,383.319999694824,STNWG,2,F,A,3,3
1.51,.684462696779519,1,1,1722.23999786377,SEDAN,2,F,B,3,1
3.43,.39972621491961,1,1,390,STNWG,3,F,A,3,2
2.06,.525667351124866,1,1,390.319999694824,SEDAN,3,M,C,4,1
2.39,.97467488021357,1,1,1377.97999954224,STNWG,3,M,B,3,1
.71,.665297741266841,1,1,353.769999980927,STNWG,4,M,D,3,1
.4,.665297741266841,1,1,200,SEDAN,4,M,B,3,1
4.74,.687200547567045,1,1,6947.31999206543,STNWG,1,M,C,2,2
1.5,.665297741266841,1,1,1510.08999633789,HBACK,3,F,C,3,1
11.54,.947296372347409,1,1,10423.5299987793,SEDAN,2,F,C,3,5
2.5,.687200547567045,1,1,1869.25999832153,HDTOP,1,M,A,3,1
1.73,.665297741266841,1,1,200,HBACK,2,F,C,3,1
1.3,.153319644078806,1,1,872.529998779297,HBACK,1,F,C,4,1
1.1,.45995893223477,1,1,7144.53996276855,STNWG,4,F,C,1,1
.74,.281998631071076,1,1,3036.06999206543,SEDAN,4,F,C,2,1
1.86,.11772758384592,1,1,47296.6098632813,HBACK,1,F,A,4,1
1.32,.424366872004214,1,1,1047.92999839783,SEDAN,3,F,C,4,1
.96,.399726214920065,1,1,5521.50999450684,HBACK,3,F,D,2,1
1.17,.824093086921494,1,1,200,SEDAN,3,M,C,4,1
4.14,.380561259407443,1,1,227.269999980927,STNWG,2,M,F,3,2
.99,.243668720052995,1,1,200,SEDAN,4,F,B,4,1
2.299,.646132785761438,1,2,3725,SEDAN,1,M,A,4,1
3.46,.881587953452254,1,1,488.129999160767,UTE,1,M,A,4,2
.88,.353182751539862,1,1,262.879997253418,COUPE,3,F,B,3,1
1.32,.646132785761438,1,1,359.5,UTE,4,F,C,3,1
3.51,.94729637234559,1,1,353.799999713898,HDTOP,2,M,A,2,2
.83,.947296372341953,1,1,353.769999980927,SEDAN,4,F,D,3,1
1.27,.542094455850929,1,1,200,SEDAN,4,F,B,5,1
1.12,.457221081447642,1,1,5853.35998535156,STNWG,3,F,D,2,1
2.28,.999315537295388,1,1,1570.33999633789,HBACK,2,F,C,1,1
1.78,.0109514031484537,1,1,17604.3199462891,SEDAN,2,F,C,3,1
1.22,.9993155373013,1,1,1017.25,HBACK,3,M,A,2,1
1.03,.47091033538527,1,1,200,SEDAN,3,M,A,3,1
1.64,.47091033538527,1,1,200,SEDAN,2,F,B,5,1
2.62,.988364134147162,1,1,3409.14999389648,STNWG,3,M,A,4,2
1.77,.232717316904257,1,1,12834.0199584961,SEDAN,2,F,C,1,1
3.78,.815879534558917,1,1,200,STNWG,1,F,D,2,2
3.11,.514715947978402,1,1,426.5,STNWG,3,M,E,2,2
1.37,.676249144416943,1,1,200,HBACK,1,F,B,3,1
1.76,.821355236133968,1,1,200,SEDAN,2,M,C,6,1
.36,.0602327173165236,1,1,9734.22998046875,HBACK,4,M,C,3,1
1.05,.676249144416943,1,1,7675.67999267578,HBACK,3,F,B,3,1
2.7,.676249144416943,1,1,6335.85998535156,STNWG,2,F,B,3,2
1.87,.323066392880719,1,1,353.769999980927,HBACK,2,F,E,1,1
1.55,.821355236133968,1,1,550.849998474121,HDTOP,4,M,A,5,1
1.15,.544832306637545,1,1,450,SEDAN,3,F,C,5,1
1.63,.454483230663755,1,1,200,HBACK,2,F,A,6,1
2.19,.999315537294024,1,3,5026.62999343872,TRUCK,4,F,F,3,1
.98,.454483230663755,1,1,1209.53999900818,SEDAN,4,F,B,3,1
1.79,.468172484597744,1,1,964,SEDAN,2,M,A,5,1
1.06,.65982203969179,1,1,353.799999713898,HDTOP,4,M,C,4,1
2.56,.980150581786802,1,1,840.099998474121,SEDAN,1,F,B,5,2
2.31,.506502395612188,1,1,665.770000457764,SEDAN,1,F,C,2,1
2.91,.676249144416943,1,1,4641.68998718262,STNWG,1,M,B,6,2
4.13,.394250513345469,1,1,1873.75999832153,STNWG,2,F,D,5,2
.89,.602327173166259,1,1,16222.9499511719,HBACK,3,F,C,4,1
.75,.465434633809821,1,1,4364.54188537598,SEDAN,4,M,C,2,1
1.51,.314852840518142,1,1,1299.62999725342,SEDAN,2,F,B,1,1
1.06,.0520191649553112,1,1,7804.38998413086,SEDAN,4,F,B,5,1
.72,.134154688569197,1,1,987.859998703003,SEDAN,4,F,B,4,1
.8,.766598220390733,1,1,1325.89999771118,HBACK,3,F,A,1,1
.88,.739219712522754,1,1,345,STNWG,4,M,C,4,1
2.96,.262833675562433,1,1,274.709999799728,STNWG,1,F,C,3,2
4.75,.260095824774908,1,1,749.549999237061,STNWG,2,F,E,3,2
3.199,.65982203969179,1,1,14276.75,STNWG,1,F,C,5,2
.54,.594113620805331,1,1,200.009994506836,HBACK,4,F,A,2,1
1.74,.818617385346442,1,1,200,SEDAN,2,M,A,3,1
3.5,.65708418891154,1,1,639.309999465942,STNWG,1,F,A,4,2
2.6,.65982203969179,1,1,390,HDTOP,3,M,F,2,2
1.18,.818617385346442,1,1,1166.12999916077,HBACK,2,F,A,2,1
2.43,.818617385346442,1,1,732.869998931885,SEDAN,1,F,E,6,1
2.14,.358658453111275,1,1,7571.71998596191,SEDAN,3,M,A,3,1
5.7,.657084188907902,1,1,502.5,STNWG,1,M,F,1,3
2.31,.670773442841892,1,1,511.219999313354,HBACK,1,M,C,3,1
1.36,.670773442844165,1,1,3413.84999847412,HBACK,3,F,F,3,1
.36,.65708418891154,1,1,530,HBACK,4,F,E,3,1
.73,.744695414097805,1,1,6132.66999816895,HBACK,4,M,C,4,1
1.2,.744695414097805,1,1,200,HBACK,2,F,A,6,1
.95,.744695414097805,1,1,200,SEDAN,4,F,C,5,1
1.15,.744695414097805,1,1,4285.63999938965,SEDAN,3,M,A,4,1
1.99,.744695414097805,1,1,569.5,SEDAN,2,M,C,6,1
1.34,.473648186172795,1,1,1697.65999984741,HBACK,2,F,D,5,1
.95,.65708418891154,1,2,1487.72999763489,SEDAN,4,F,A,4,1
1.15,.65708418891154,1,1,853.229999542236,COUPE,3,M,A,3,1
.79,.287474332645729,1,1,9737.03997802734,HBACK,3,F,D,3,1
1.12,.227241615331877,1,1,353.769999980927,HBACK,3,F,B,5,1
1.74,.988364134151198,1,1,200,HBACK,2,M,A,3,1
1.05,.999315537297662,1,1,346.619999885559,PANVN,4,M,B,5,1
.44,.334017796026785,1,1,329.919999599457,HBACK,4,F,B,6,1
1.42,.183436002736528,1,1,8986.1799621582,HBACK,2,M,A,4,1
1.49,.501026694044015,1,1,1008.31999969482,SEDAN,3,F,B,4,1
.82,.74195756331028,1,1,829.009998321533,HBACK,4,F,C,6,1
1.48,.74195756331028,1,1,2033.5,MIBUS,4,M,A,5,1
.95,.74195756331028,1,1,415.64999961853,SEDAN,4,F,C,6,1
.8,.815879534558917,1,1,1912.48999786377,UTE,4,M,F,2,1
.48,.74195756330937,1,1,339.379999637604,HBACK,4,F,D,3,1
2.38,.457221081447642,1,1,200,SEDAN,1,M,B,5,1
1.65,.646132785761438,1,1,200,SEDAN,2,F,E,2,1
1.03,.457221081447642,1,1,2857.58999633789,SEDAN,3,F,C,6,1
1.01,.654346338124014,1,1,1018.19999885559,SEDAN,4,M,A,4,1
1.26,.654346338124014,1,1,6946.45999145508,HBACK,2,F,B,5,1
1.89,.922655715257861,1,1,1193.82999992371,HBACK,2,F,D,3,1
2.23,.991101984935995,1,2,1975.40999984741,TRUCK,1,M,F,3,1
1,.0328542094453041,1,1,3431.88999938965,SEDAN,3,F,A,6,1
2.23,.991101984938723,1,1,353.769999980927,TRUCK,1,M,F,3,1
1.68,.383299110195367,1,1,200,SEDAN,2,F,B,5,1
4.5,.966461327852812,1,1,2925.78999328613,STNWG,1,M,E,5,2
1.29,.966461327850993,1,1,353.769999980927,HBACK,2,F,D,4,1
1.28,.386036960982892,1,1,289.089999914169,HBACK,2,F,C,3,1
1.68,.054757015742382,1,1,8657.9599609375,UTE,4,M,E,1,1
3.04,.925393566043567,1,1,4782.10998535156,STNWG,3,M,D,3,2
1.22,.449007529088703,1,1,531.089999198914,STNWG,4,F,C,4,1
1.75,.451745379876229,1,1,200,SEDAN,2,F,B,6,1
.46,.446269678301178,1,1,465.889999389648,SEDAN,4,F,A,6,1
1.35,.498288843256887,1,1,200,HBACK,1,F,B,3,1
.82,.451745379876229,1,1,384.139999866486,HBACK,3,M,D,3,1
1.56,.451745379876229,1,1,639.559999465942,SEDAN,2,M,E,6,1
2.09,.547570157425071,1,1,452.469999313354,STNWG,3,M,E,2,1
.54,.457221081449461,1,1,2852.64999389648,HBACK,4,F,B,4,1
1.63,.449007529088703,1,1,728,HBACK,2,F,B,3,1
1.91,.550308008212596,1,1,353.769999980927,STNWG,4,M,A,3,1
3.17,.0465434633811697,1,1,3226.53999328613,STNWG,1,F,A,4,2
1.57,.451745379874865,1,1,294.590000152588,SEDAN,2,F,A,3,1
.9,.651608487330122,1,1,1032.37999916077,HBACK,3,M,B,1,1
2.27,.925393566045386,1,1,1118.69999885559,MIBUS,3,F,C,4,1
.8,.396988364132994,1,1,200,HBACK,3,F,D,5,1
1.46,.969199178642157,1,1,423,UTE,4,M,D,4,1
2.71,.531143052699917,1,1,2886.71999359131,STNWG,3,F,F,3,2
2.71,.870636550302152,1,2,1278.57999944687,STNWG,3,M,B,3,2
1.65,.616016427098657,1,1,988.709999084473,HBACK,2,F,C,3,1
1.61,.988364134151198,1,1,2587.09999847412,TRUCK,4,M,D,3,1
1.26,.383299110195367,1,1,200,HBACK,2,F,C,5,1
2.31,.616016427098657,1,1,353.769999980927,HBACK,1,F,C,4,1
1.33,.383299110195367,1,1,2116.22999954224,PANVN,4,F,D,3,1
2.15,.646132785761438,1,2,1927.38999938965,COUPE,2,M,A,4,1
.82,.383299110196958,1,1,200,SEDAN,3,F,C,1,1
1.97,.555783709787647,1,1,389.949999809265,STNWG,4,F,F,3,1
2.75,.446269678301178,1,1,657.799999237061,SEDAN,1,F,D,3,2
.46,.440793976725217,1,1,1398.42999649048,HBACK,4,M,E,4,1
2.13,.443531827513652,1,1,369.369999885559,SEDAN,2,F,B,4,1
1.53,.443531827513652,1,1,1498.58999633789,UTE,3,M,B,5,1
.95,.646132785760528,1,1,559.549999237061,SEDAN,4,F,A,3,1
2.73,.443531827513652,1,1,389.949999809265,PANVN,1,F,F,4,2
.88,.0383299110195026,1,1,7534.98999023438,SEDAN,4,F,B,3,1
.46,.076659822039403,1,1,485.909997940063,HBACK,4,F,C,4,1
2.11,.125941136207985,1,1,1598.9999961853,TRUCK,3,M,C,2,1
1.31,.544832306637545,1,1,3750.67999267578,SEDAN,2,F,C,1,1
.35,.314852840517744,1,1,7866.80996704102,HBACK,4,F,A,1,1
2.89,.999315537297662,1,1,390,STNWG,3,M,F,2,2
.38,.646132785761438,1,1,1905.55999755859,SEDAN,4,F,A,3,1
1.58,.646132785761438,1,1,6844.62998962402,TRUCK,1,M,C,3,1
1.79,.104038329910509,1,1,2934.75,HBACK,1,F,C,5,1
1.14,.725530458585126,1,1,1089.41999816895,SEDAN,3,F,C,5,1
1.33,.643394934972093,1,1,307.849999904633,SEDAN,3,F,C,1,1
1.82,.380561259407841,1,1,1731.68999862671,SEDAN,2,F,D,5,1
.96,.752908966460382,1,1,2254.71999359131,SEDAN,4,F,C,4,1
.71,.380561259407841,1,1,200,SEDAN,4,F,C,3,1
.31,.032854209445361,1,1,200,SEDAN,4,F,E,6,1
4.75,.750171115672856,1,1,353.769999980927,STNWG,2,M,C,5,2
.74,.254620123199857,1,1,200,STNWG,4,M,C,4,1
.44,.257357973987382,1,1,200,HBACK,4,F,C,6,1
.66,.747433264882602,1,1,5564.62998962402,HBACK,4,F,B,2,1
4.82,.254620123199857,1,1,1236.87999725342,STNWG,2,F,A,4,2
.98,.38877481177002,1,1,9670.80996704102,SEDAN,3,M,E,2,1
.81,.536618754274571,1,1,345,HBACK,3,F,C,4,1
.81,.0876112251876862,1,1,265.879988908768,SEDAN,3,F,C,4,1
1.67,.451745379875831,1,1,462.729999542236,SEDAN,3,F,E,2,1
4.73,.74195756331028,1,1,1513.93999862671,STNWG,1,F,B,4,2
4,.999315537297662,1,1,353.769999980927,STNWG,3,F,B,5,2
1.06,.117727583846317,1,1,200,SEDAN,3,F,C,4,1
2.37,.435318275151076,1,1,2066.04999923706,TRUCK,3,F,D,2,1
5.19,.257357973987382,1,1,2438.53999328613,STNWG,1,F,A,3,3
2.02,.183436002736528,1,1,12481.8999633789,HDTOP,3,M,E,1,1
3.91,.643394934973912,1,1,1086.47999954224,UTE,1,M,E,3,2
