veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value_2,valcat
1.52,.802190280628565,0,0,0,SEDAN,2,M,E,2,2.3104,1
2.72,.101300479122983,0,0,0,STNWG,3,M,D,3,7.3984,2
3.47,.194387405885209,0,0,0,STNWG,3,M,E,3,12.0409,2
.98,.257357973987382,0,0,0,SEDAN,3,M,B,5,.9604,1
2.2,.988364134151198,0,0,0,STNWG,4,F,F,4,4.84,1
1.86,.887063655027305,0,0,0,STNWG,4,M,F,4,3.4596,1
1.52,.0547570157423252,0,0,0,SEDAN,2,F,C,5,2.3104,1
7.58,.101300479122983,0,0,0,STNWG,1,F,C,3,57.4564,4
2.4,.350444900752336,0,0,0,TRUCK,3,M,F,1,5.76,1
1.74,.668035592053968,0,0,0,HBACK,2,F,B,2,3.0276,1
.44,.257357973987382,0,0,0,SEDAN,4,M,B,4,.1936,1
.71,.804928131416091,0,0,0,SEDAN,4,F,A,3,.5041,1
1.26,.985626283363672,0,0,0,SEDAN,3,F,C,4,1.5876,1
1.12,.043805612594042,0,0,0,HBACK,2,F,A,1,1.2544,1
3.55,.65708418891154,0,0,0,STNWG,2,M,F,2,12.6025,2
1.41,.369609856261377,0,0,0,TRUCK,4,M,C,5,1.9881,1
1.35,.323066392880719,0,0,0,HBACK,1,F,A,1,1.8225,1
1.68,.386036960982892,0,0,0,HBACK,1,F,C,4,2.8224,1
1.79,.65708418891154,0,0,0,STNWG,4,M,B,4,3.2041,1
1.45,.440793976726127,0,0,0,HBACK,2,F,A,4,2.1025,1
3.67,.350444900752336,0,0,0,UTE,1,M,C,3,13.4689,2
1.01,.350444900752336,0,0,0,HBACK,3,F,F,1,1.0201,1
.8,.74195756331028,0,0,0,UTE,4,M,A,2,.64,1
.34,.804928131416091,0,0,0,HBACK,4,F,C,4,.1156,1
.53,.629705681038104,0,0,0,SEDAN,4,F,A,1,.2809,1
1.31,.336755646814709,0,0,0,SEDAN,3,M,A,6,1.7161,1
1.59,.720054757009677,0,0,0,SEDAN,2,F,C,6,2.5281,1
1.35,.123203285420061,0,0,0,SEDAN,3,F,A,3,1.8225,1
1.39,.506502395612188,0,0,0,HBACK,1,F,B,3,1.9321,1
3.16,.804928131416091,0,0,0,MIBUS,2,M,A,3,9.9856,2
4.349,.427104722792137,0,0,0,UTE,1,M,A,2,18.913801,2
.88,.339493497601836,0,0,0,UTE,4,M,E,2,.7744,1
1.87,.629705681036285,0,0,0,SEDAN,2,F,B,3,3.4969,1
3.33,.988364134151198,0,0,0,TRUCK,2,M,F,1,11.0889,2
3.65,.0109514031485105,0,0,0,STNWG,2,F,E,2,13.3225,2
1.33,.440793976726127,0,0,0,SEDAN,2,F,C,3,1.7689,1
1.61,.350444900750517,0,0,0,SEDAN,2,M,C,4,2.5921,1
2.02,.714579055434626,0,0,0,HDTOP,3,M,A,2,4.0804,1
1.23,.0410677618069712,0,0,0,HBACK,1,F,A,2,1.5129,1
.43,.043805612594042,0,0,0,HBACK,4,M,A,5,.1849,1
2,.988364134151198,0,0,0,HBACK,1,F,C,2,4,1
1.05,.47091033538527,0,0,0,HBACK,3,F,C,6,1.1025,1
1.32,.0410677618069712,0,0,0,HBACK,1,F,C,3,1.7424,1
1.04,.043805612594042,0,0,0,SEDAN,4,F,C,5,1.0816,1
.97,.988364134151198,0,0,0,HBACK,3,F,F,3,.9409,1
.86,.440793976726127,0,0,0,HBACK,3,M,B,5,.7396,1
.43,.988364134151198,0,0,0,HBACK,4,M,C,2,.1849,1
1.1,.416153319643456,0,0,0,MIBUS,4,F,B,5,1.21,1
1.66,.292950034221178,0,0,0,UTE,4,M,F,2,2.7556,1
.84,.648870636548963,0,0,0,HBACK,4,M,B,2,.7056,1
2.04,.369609856261377,0,0,0,SEDAN,1,M,C,4,4.1616,1
1.349,.988364134151198,0,0,0,HBACK,1,F,A,4,1.819801,1
1.37,.739219712522754,0,0,0,HBACK,2,M,C,3,1.8769,1
1.6,.804928131416091,0,0,0,SEDAN,3,F,C,3,2.56,1
4.51,.268309377137484,0,0,0,STNWG,1,M,B,5,20.3401,2
.95,.654346338124014,0,0,0,SEDAN,4,F,A,2,.9025,1
1.13,.996577686513774,0,0,0,HBACK,3,F,B,3,1.2769,1
1.65,.988364134148242,0,0,0,UTE,4,M,C,2,2.7225,1
3.11,.955509924708167,0,0,0,STNWG,2,M,C,2,9.6721,2
2.15,.936344969195488,0,0,0,UTE,3,M,B,4,4.6225,1
3.3,.648870636548963,0,0,0,STNWG,1,F,F,3,10.89,2
1.61,.49007529089431,0,0,0,SEDAN,2,F,A,2,2.5921,1
1.4,.47091033538527,0,0,0,MIBUS,3,M,C,4,1.96,1
3.68,.0438056125938147,0,0,0,STNWG,2,F,C,3,13.5424,2
1.9,.350444900752336,0,0,0,SEDAN,1,F,E,3,3.61,1
4.5,.528405201911994,0,0,0,STNWG,1,F,B,5,20.25,2
.45,.804928131416091,0,0,0,HBACK,4,F,A,1,.2025,1
18.94,.350444900752336,0,0,0,CONVT,1,F,A,3,358.7236,6
3.79,.985626283363672,0,0,0,STNWG,2,M,B,3,14.3641,2
1.79,.199863107459862,0,0,0,STNWG,4,F,B,2,3.2041,1
1.29,.043805612594042,0,0,0,MIBUS,4,F,B,4,1.6641,1
1.37,.635181382611336,0,0,0,SEDAN,3,M,A,2,1.8769,1
2.2828,.63244353182381,0,0,0,HBACK,1,F,B,2,5.21117584,1
1.48,.635181382611336,0,0,0,HBACK,2,F,B,5,2.1904,1
1.61,.804928131416091,0,0,0,SEDAN,3,F,C,3,2.5921,1
6.8,.558521560567897,0,0,0,STNWG,2,F,A,1,46.24,3
1.66,.0301163586582334,0,0,0,SEDAN,3,M,C,3,2.7556,1
.39,.10951403148465,0,0,0,HBACK,4,F,A,2,.1521,1
1.74,.043805612594042,0,0,0,HBACK,2,M,A,4,3.0276,1
3.19,.350444900752336,0,0,0,UTE,2,F,B,3,10.1761,2
.97,.739219712522754,0,0,0,SEDAN,3,F,D,4,.9409,1
2.81,.802190280628565,0,0,0,STNWG,3,M,C,5,7.8961,2
2.73,.739219712522754,0,0,0,STNWG,2,F,D,4,7.4529,2
1.45,.440793976726127,0,0,0,SEDAN,2,F,B,5,2.1025,1
1.6835,.339493497602234,0,0,0,HBACK,1,F,A,1,2.83417225,1
1.32,.57494866529305,0,0,0,SEDAN,3,F,D,1,1.7424,1
1.41,.985626283363672,0,0,0,SEDAN,2,F,C,4,1.9881,1
1.42,.955509924708167,0,0,0,HBACK,3,F,A,2,2.0164,1
1.24,.985626283363672,0,0,0,SEDAN,3,F,B,5,1.5376,1
2.28,.350444900752336,0,0,0,SEDAN,1,M,B,5,5.1984,1
2.94,.982888432576146,0,0,0,STNWG,2,F,D,5,8.6436,2
.46,.635181382611336,0,0,0,SEDAN,4,M,C,4,.2116,1
4.84,.985626283363672,0,0,0,TRUCK,1,F,A,4,23.4256,2
.7,.635181382611336,0,0,0,HBACK,4,M,C,4,.49,1
1,.043805612594042,0,0,0,HBACK,3,F,C,2,1,1
1.93,.350444900752336,1,1,3001.70999908447,HBACK,1,F,D,6,3.7249,1
2.36,.528405201912392,0,0,0,STNWG,3,M,C,2,5.5696,1
1.65,.350444900752336,0,0,0,HBACK,2,F,C,1,2.7225,1
1.18,.563997262142948,0,0,0,SEDAN,4,M,A,5,1.3924,1
.83,.435318275151076,0,0,0,SEDAN,4,M,A,4,.6889,1
1.05,.416153319642035,0,0,0,SEDAN,4,F,E,4,1.1025,1
.44,.350444900752336,0,0,0,HBACK,4,F,A,1,.1936,1
.41,.435318275151076,0,0,0,SEDAN,4,M,A,3,.1681,1
.97,.435318275151076,0,0,0,SEDAN,3,F,D,6,.9409,1
.66,.312114989730617,0,0,0,SEDAN,4,M,E,3,.4356,1
3.41,.366872005473851,0,0,0,STNWG,2,M,D,3,11.6281,2
3.14,.34223134838976,0,0,0,STNWG,3,F,A,4,9.8596,2
2.198,.506502395612188,0,0,0,HBACK,1,F,E,4,4.831204,1
1.08,.563997262142948,0,0,0,STNWG,4,F,F,2,1.1664,1
1.16,.10951403148465,0,0,0,SEDAN,3,F,C,6,1.3456,1
2.28,.0410677618069712,0,0,0,SEDAN,1,F,C,6,5.1984,1
.69,.635181382611336,1,1,200,HBACK,3,M,C,4,.4761,1
1.35,.47091033538527,0,0,0,HBACK,2,F,A,3,1.8225,1
3.54,.88980150581483,0,0,0,STNWG,2,M,B,4,12.5316,2
1.57,.0383299110194457,0,0,0,HBACK,2,F,C,4,2.4649,1
1.05,.0246406570841486,0,0,0,HBACK,2,M,D,5,1.1025,1
1.93,.635181382611336,0,0,0,STNWG,2,F,C,2,3.7249,1
.96,.804928131416091,0,0,0,HBACK,3,F,A,3,.9216,1
1.84,.10951403148465,0,0,0,SEDAN,1,M,A,5,3.3856,1
1.64,.0410677618069712,0,0,0,HBACK,1,F,B,1,2.6896,1
1.53,.194387405885209,0,0,0,HBACK,4,F,A,4,2.3409,1
3.65,.284736481858602,0,0,0,STNWG,3,F,C,3,13.3225,2
1.56,.043805612594042,0,0,0,SEDAN,2,F,B,4,2.4336,1
4.99,.043805612594042,0,0,0,STNWG,1,F,B,4,24.9001,2
2.02,.043805612594042,0,0,0,STNWG,2,F,C,2,4.0804,1
4.56,.635181382611336,0,0,0,TRUCK,1,F,D,5,20.7936,2
3.05,.952772073920642,0,0,0,STNWG,2,F,A,5,9.3025,2
.35,.955509924708167,0,0,0,SEDAN,4,M,E,4,.1225,1
1.2,.63518138261179,0,0,0,UTE,4,M,B,2,1.44,1
.6,.114989733058792,0,0,0,HBACK,4,F,A,4,.36,1
1.74,.635181382611336,0,0,0,STNWG,4,M,E,3,3.0276,1
3.28,.216290212181775,1,1,353.769999980927,STNWG,2,F,F,1,10.7584,2
2.1,.985626283363672,0,0,0,UTE,1,M,F,4,4.41,1
4.27,.804928131416091,0,0,0,STNWG,2,M,E,2,18.2329,2
3.89,.350444900752336,0,0,0,UTE,1,M,B,2,15.1321,2
1.37,.344969199177285,0,0,0,HBACK,1,F,A,2,1.8769,1
1.87,.558521560567897,1,1,1340.7799987793,SEDAN,3,F,C,3,3.4969,1
1.4,.440793976726127,0,0,0,HBACK,3,M,B,4,1.96,1
1.31,.629705681036285,0,0,0,HBACK,1,M,F,5,1.7161,1
1.61,.0246406570840918,0,0,0,SEDAN,3,F,C,5,2.5921,1
1.53,.114989733058792,0,0,0,SEDAN,2,M,C,4,2.3409,1
2.14,.31759069130527,0,0,0,MCARA,4,F,D,3,4.5796,1
.84,.117727583846317,0,0,0,SEDAN,3,M,A,5,.7056,1
1.79,.985626283363672,0,0,0,STNWG,4,F,C,2,3.2041,1
1.3,.043805612594042,0,0,0,HBACK,2,F,C,4,1.69,1
1.74,.985626283363672,0,0,0,SEDAN,2,F,C,1,3.0276,1
1.3,.366872005473851,0,0,0,HBACK,3,F,A,2,1.69,1
.64,.0136892539356381,1,1,7769.68998718262,HBACK,4,F,C,3,.4096,1
.67,.043805612594042,0,0,0,HBACK,3,F,C,4,.4489,1
1.34,.547570157424673,0,0,0,STNWG,4,M,C,3,1.7956,1
3.86,.350444900752336,0,0,0,UTE,1,F,C,4,14.8996,2
1.55,.366872005473851,0,0,0,TRUCK,1,M,F,1,2.4025,1
5.236,.9993155373013,0,0,0,STNWG,1,M,B,3,27.415696,3
1.2,.364134154686326,0,0,0,HBACK,2,M,A,3,1.44,1
1.61,.350444900752336,0,0,0,SEDAN,2,F,D,2,2.5921,1
2.27,.804928131416091,0,0,0,HDTOP,2,M,D,4,5.1529,1
1.73,.364134154686326,0,0,0,HBACK,1,F,B,2,2.9929,1
12.16,.117727583846317,0,0,0,COUPE,1,M,D,1,147.8656,5
.89,.366872005473851,0,0,0,SEDAN,4,F,A,2,.7921,1
1.15,.635181382610085,0,0,0,HBACK,2,F,E,2,1.3225,1
.7,.117727583846317,0,0,0,CONVT,4,F,C,2,.49,1
.73,.440793976726127,0,0,0,SEDAN,4,F,C,3,.5329,1
2.88,.407939767279458,0,0,0,STNWG,1,F,B,5,8.2944,2
4.51,.0574948665293959,0,0,0,STNWG,1,F,F,2,20.3401,2
1.68,.955509924708167,0,0,0,MIBUS,4,F,B,3,2.8224,1
1.59,.043805612594042,0,0,0,STNWG,2,F,C,3,2.5281,1
1.33,.347707049964413,0,0,0,SEDAN,3,F,E,1,1.7689,1
1.29,.985626283363672,0,0,0,SEDAN,3,M,A,4,1.6641,1
4.71,.468172484597744,0,0,0,STNWG,1,M,D,3,22.1841,2
3.52,.654346338124014,0,0,0,MCARA,3,F,C,5,12.3904,2
1.58,.635181382611336,1,1,2476.93999481201,UTE,3,F,B,5,2.4964,1
.44,.191649555097683,0,0,0,SEDAN,4,M,D,3,.1936,1
1.09,.117727583846317,0,0,0,STNWG,3,M,D,4,1.1881,1
1.49,.561259411355024,1,1,10118.2699890137,HBACK,1,F,C,4,2.2201,1
.43,.9993155373013,0,0,0,SEDAN,4,F,C,1,.1849,1
.74,.635181382611336,0,0,0,SEDAN,4,F,C,3,.5476,1
1.57,.0191649555097229,0,0,0,SEDAN,1,F,C,6,2.4649,1
1.97,.334017796027183,0,0,0,PANVN,2,M,B,4,3.8809,1
1.28,.0191649555097229,0,0,0,STNWG,4,M,B,5,1.6384,1
2.41,.0985626283361398,0,0,0,SEDAN,1,F,A,6,5.8081,1
3.15,.0191649555097229,0,0,0,STNWG,2,F,A,6,9.9225,2
.31,.0191649555097229,0,0,0,SEDAN,4,F,C,6,.0961,1
2.08,.0191649555097229,0,0,0,STNWG,3,F,E,4,4.3264,1
2.95,.0191649555097229,0,0,0,UTE,2,M,D,5,8.7025,2
.61,.172484599588245,0,0,0,SEDAN,4,M,B,5,.3721,1
2.09,.0191649555097229,0,0,0,TRUCK,3,M,F,6,4.3681,1
1.86,.0191649555097229,0,0,0,HBACK,1,F,C,5,3.4596,1
1.549,.147843942504551,0,0,0,HBACK,1,F,C,6,2.399401,1
1.08,.0191649555097229,0,0,0,SEDAN,3,F,A,3,1.1664,1
2.29,.0191649555097229,0,0,0,SEDAN,1,F,C,6,5.2441,1
2.15,.0191649555097229,0,0,0,SEDAN,1,F,B,5,4.6225,1
2.46,.0191649555097229,0,0,0,SEDAN,1,M,A,6,6.0516,1
1.93,.0191649555097229,0,0,0,SEDAN,2,M,C,5,3.7249,1
1.37,.9993155373013,0,0,0,HBACK,2,M,D,2,1.8769,1
.37,.980150581788621,0,0,0,HBACK,4,M,D,6,.1369,1
1.52,.0191649555097229,0,0,0,SEDAN,2,M,A,3,2.3104,1
1,.0191649555097229,0,0,0,UTE,4,M,B,4,1,1
1.09,.0191649555097229,0,0,0,SEDAN,3,F,B,6,1.1881,1
1.46,.65708418891154,0,0,0,HBACK,1,F,D,1,2.1316,1
1.79,.0191649555097229,0,0,0,HBACK,1,F,B,6,3.2041,1
.22,.999315537298344,0,0,0,HBACK,4,F,C,4,.0484,1
.85,.0191649555097229,0,0,0,HBACK,3,F,C,5,.7225,1
1.62,.021902806297021,0,0,0,SEDAN,2,F,A,4,2.6244,1
3.63,.65708418891154,0,0,0,STNWG,1,F,D,6,13.1769,2
2.02,.960985626283218,1,1,824.979999542236,HBACK,1,F,D,3,4.0804,1
1.29,.0191649555097229,0,0,0,SEDAN,3,F,A,4,1.6641,1
1.55,.0191649555097229,0,0,0,STNWG,2,F,A,4,2.4025,1
.67,.0191649555097229,0,0,0,UTE,4,F,C,5,.4489,1
3.86,.00547570157425525,0,0,0,UTE,1,M,D,2,14.8996,2
.7,.0191649555097229,0,0,0,UTE,4,F,D,4,.49,1
1.21,.980150581788621,0,0,0,HBACK,3,M,E,6,1.4641,1
3.12,.0246406570840918,0,0,0,STNWG,2,M,E,4,9.7344,2
.95,.0191649555097229,0,0,0,SEDAN,3,F,E,6,.9025,1
1.49,.501026694044413,0,0,0,SEDAN,3,F,A,5,2.2201,1
1.14,.980150581788621,0,0,0,STNWG,4,M,C,4,1.2996,1
.76,.0191649555097229,0,0,0,HBACK,3,F,B,6,.5776,1
.79,.0191649555097229,0,0,0,HBACK,4,F,C,5,.6241,1
2.03,.813141683770993,1,1,14309.0799865723,STNWG,3,M,C,3,4.1209,1
2.84,.635181382611336,0,0,0,STNWG,3,M,C,2,8.0656,2
1.12,.558521560567897,0,0,0,SEDAN,3,F,C,5,1.2544,1
1.52,.0246406570840918,0,0,0,HDTOP,3,F,C,4,2.3104,1
.35,.65708418891154,0,0,0,SEDAN,4,F,B,2,.1225,1
3.24,.65708418891154,1,1,200,SEDAN,1,F,A,4,10.4976,2
1.35,.0191649555097229,0,0,0,STNWG,3,F,B,4,1.8225,1
.91,.0191649555097229,0,0,0,SEDAN,4,M,B,3,.8281,1
1.42,.0191649555097229,0,0,0,STNWG,4,F,E,3,2.0164,1
1.47,.65708418891154,0,0,0,HBACK,1,F,C,4,2.1609,1
1.79,.0191649555097229,0,0,0,HBACK,1,F,C,5,3.2041,1
3.65,.0191649555097229,0,0,0,STNWG,2,M,B,4,13.3225,2
.79,.980150581788621,0,0,0,HBACK,3,F,A,1,.6241,1
1.47,.95003422312908,1,1,1794.38999938965,SEDAN,3,M,B,3,2.1609,1
2.06,.0191649555097229,0,0,0,STNWG,3,F,C,3,4.2436,1
1.3,.0191649555097229,0,0,0,STNWG,4,F,F,4,1.69,1
1.98,.0191649555097229,0,0,0,SEDAN,1,F,D,5,3.9204,1
.41,.0191649555097229,0,0,0,HBACK,4,F,B,4,.1681,1
1.79,.0191649555097229,0,0,0,HBACK,1,F,B,6,3.2041,1
1.61,.0191649555097229,0,0,0,MIBUS,4,F,C,4,2.5921,1
5.24,.588637919230678,0,0,0,SEDAN,2,M,C,4,27.4576,3
.67,.0410677618069712,0,0,0,HBACK,3,F,A,4,.4489,1
2.87,.635181382611336,0,0,0,UTE,3,M,D,3,8.2369,2
.71,.0191649555097229,0,0,0,UTE,4,M,D,4,.5041,1
1.13,.585900068443152,0,0,0,SEDAN,3,F,A,4,1.2769,1
1.44,.0465434633811128,0,0,0,UTE,3,F,A,4,2.0736,1
3.12,.202600958245966,0,0,0,STNWG,2,F,C,3,9.7344,2
2.56,.440793976726127,0,0,0,STNWG,2,F,C,5,6.5536,2
1.57,.9993155373013,0,0,0,STNWG,4,F,F,2,2.4649,1
.71,.364134154686326,0,0,0,SEDAN,4,M,A,5,.5041,1
.75,.440793976726127,0,0,0,HBACK,3,F,C,4,.5625,1
1.549,.648870636548963,0,0,0,HBACK,1,F,C,1,2.399401,1
1.83,.657084188904264,0,0,0,HBACK,1,F,C,3,3.3489,1
5.33,.662559890479315,0,0,0,STNWG,1,M,C,3,28.4089,3
2.6,.440793976726127,0,0,0,SEDAN,1,M,C,2,6.76,2
3.6,.34223134838976,0,0,0,STNWG,1,M,C,3,12.96,2
1.52,.635181382611336,0,0,0,STNWG,4,M,F,3,2.3104,1
4.15,.635181382611336,1,1,18871.6199951172,STNWG,2,F,D,2,17.2225,2
1.31,.34223134838976,0,0,0,STNWG,4,M,B,3,1.7161,1
.73,.202600958247388,0,0,0,SEDAN,4,F,D,4,.5329,1
4.5,.43258042436355,0,0,0,TRUCK,1,M,A,1,20.25,2
3.11,.65982203969179,0,0,0,STNWG,1,M,A,2,9.6721,2
.74,.65708418891154,1,1,841.579999923706,HBACK,4,M,B,4,.5476,1
2.33,.673511293629417,0,0,0,SEDAN,2,F,C,3,5.4289,1
.74,.229979466117584,0,0,0,HBACK,3,F,C,2,.5476,1
3.89,.350444900752336,0,0,0,UTE,1,M,A,3,15.1321,2
4.82,.117727583846317,0,0,0,STNWG,1,M,D,6,23.2324,2
1,.34223134838976,0,0,0,SEDAN,4,F,A,4,1,1
.46,.10951403148465,0,0,0,HBACK,4,F,A,6,.2116,1
4.349,.635181382611336,0,0,0,UTE,1,M,C,2,18.913801,2
3.1,.117727583846317,0,0,0,STNWG,3,M,C,1,9.61,2
1.65,.10951403148465,0,0,0,SEDAN,2,M,A,1,2.7225,1
1.86,.635181382611336,0,0,0,HBACK,1,F,C,2,3.4596,1
1.58,.591375770018203,0,0,0,UTE,3,M,C,3,2.4964,1
1.12,.260095824774908,0,0,0,SEDAN,3,M,D,4,1.2544,1
3.65,.440793976726127,0,0,0,STNWG,1,F,B,2,13.3225,2
3.4,.440793976726127,0,0,0,STNWG,2,F,F,2,11.56,2
1.26,.114989733058792,0,0,0,SEDAN,3,F,C,1,1.5876,1
1.09,.117727583846317,0,0,0,SEDAN,3,F,C,3,1.1881,1
1.84,.613278576310734,0,0,0,COUPE,4,M,B,2,3.3856,1
1.22,.0410677618069712,0,0,0,HDTOP,4,M,F,2,1.4884,1
.65,.117727583846317,0,0,0,HBACK,3,F,F,1,.4225,1
1.5,.0848733744005585,0,0,0,SEDAN,2,M,C,3,2.25,1
.55,.347707049964811,0,0,0,UTE,4,M,C,1,.3025,1
3.26,.599589322375323,1,1,1979.0299987793,STNWG,2,F,C,6,10.6276,2
3.26,.109514031485162,0,0,0,TRUCK,2,F,A,1,10.6276,2
1.8,.10951403148465,0,0,0,COUPE,2,F,B,2,3.24,1
1.71,.34223134838976,0,0,0,SEDAN,2,F,A,1,2.9241,1
.69,.635181382611336,1,1,4115.63999938965,HBACK,3,F,A,3,.4761,1
1.74,.813141683775029,1,1,6616.76998901367,HBACK,2,M,B,4,3.0276,1
4.3,.106776180698034,0,0,0,STNWG,2,F,D,3,18.49,2
2.34,.334017796028093,0,0,0,PANVN,2,M,B,5,5.4756,1
1.31,.117727583846317,0,0,0,HBACK,1,M,A,1,1.7161,1
2.96,.10951403148465,0,0,0,STNWG,2,M,A,3,8.7616,2
2.02,.10951403148465,0,0,0,SEDAN,2,M,A,5,4.0804,1
2.61,.65708418891154,1,1,12311.5699768066,UTE,3,M,F,1,6.8121,2
.37,.27104722792501,0,0,0,HBACK,4,M,C,2,.1369,1
1.25,.626967830248759,1,1,200,STNWG,3,F,D,3,1.5625,1
.84,.657084188907902,0,0,0,HBACK,3,F,B,5,.7056,1
1.98,.117727583846317,0,0,0,SEDAN,1,F,D,4,3.9204,1
.74,.117727583846317,0,0,0,STNWG,4,F,B,5,.5476,1
2.2,.635181382611336,0,0,0,HBACK,1,F,A,1,4.84,1
.37,.651608487336489,0,0,0,SEDAN,4,F,A,3,.1369,1
2.68,.985626283363672,0,0,0,STNWG,3,F,E,3,7.1824,2
1.08,.366872005473851,0,0,0,UTE,4,M,C,1,1.1664,1
.8,.969199178638519,0,0,0,HBACK,3,F,B,4,.64,1
2.99,.366872005473851,0,0,0,STNWG,3,F,A,2,8.9401,2
.9,.59958932238078,1,1,228.399993896484,HBACK,3,M,B,1,.81,1
6.359,.911704312111397,0,0,0,STNWG,1,F,C,3,40.436881,3
.66,.635181382611336,0,0,0,SEDAN,4,F,C,2,.4356,1
.69,.117727583846317,0,0,0,SEDAN,4,F,C,3,.4761,1
1.42,.985626283363672,0,0,0,SEDAN,3,F,E,6,2.0164,1
2.6,.635181382611336,0,0,0,STNWG,2,F,F,5,6.76,2
1.18,.985626283363672,0,0,0,SEDAN,3,M,B,5,1.3924,1
2.399,.985626283363672,0,0,0,SEDAN,1,F,D,4,5.755201,1
1.65,.613278576310734,0,0,0,UTE,4,F,E,2,2.7225,1
.35,.366872005473851,0,0,0,SEDAN,4,M,B,6,.1225,1
1.5,.117727583846317,0,0,0,HBACK,2,F,D,6,2.25,1
1.05,.366872005473851,0,0,0,SEDAN,4,F,D,4,1.1025,1
2.199,.741957563309882,1,1,316.365408182144,SEDAN,1,F,B,3,4.835601,1
1.95,.117727583846317,0,0,0,UTE,3,F,D,4,3.8025,1
.95,.106776180698034,0,0,0,HBACK,3,F,A,5,.9025,1
3.26,.11772758384609,0,0,0,STNWG,2,F,F,3,10.6276,2
1.7,.0219028062968505,0,0,0,STNWG,4,M,D,4,2.89,1
.63,.635181382611336,0,0,0,HBACK,4,F,B,2,.3969,1
2.299,.982888432576146,1,1,200,SEDAN,1,F,C,6,5.285401,1
1.7,.635181382611336,0,0,0,SEDAN,2,M,A,3,2.89,1
1.52,.635181382611336,0,0,0,SEDAN,2,F,B,4,2.3104,1
2.23,.985626283360489,1,1,200,STNWG,2,F,C,3,4.9729,1
1.7643,.635181382611336,0,0,0,HBACK,1,M,C,3,3.11275449,1
4.56,.106776180698034,0,0,0,STNWG,1,M,A,5,20.7936,2
1.64,.635181382609517,0,0,0,HBACK,2,F,C,3,2.6896,1
1.3,.635181382611336,1,1,335,HBACK,2,F,C,4,1.69,1
1.44,.240930869267288,1,1,389.949999809265,TRUCK,4,M,D,2,2.0736,1
2.54,.476386036960321,0,0,0,STNWG,3,F,E,3,6.4516,2
4.149,.117727583846317,0,0,0,UTE,1,F,D,1,17.214201,2
1.15,.0219028062968505,1,1,19553.7399291992,HBACK,2,M,B,3,1.3225,1
.79,.635181382611336,0,0,0,HBACK,3,F,C,1,.6241,1
2.41,.117727583846317,0,0,0,SEDAN,1,F,C,5,5.8081,1
3.05,.117727583846317,0,0,0,UTE,1,M,A,1,9.3025,2
8.36,.63244353182381,0,0,0,COUPE,1,M,A,5,69.8896,4
2.74,.117727583846317,0,0,0,STNWG,1,F,D,2,7.5076,2
1.98,.265571526349959,0,0,0,SEDAN,2,F,B,2,3.9204,1
1.93,.635181382611336,0,0,0,STNWG,4,F,D,2,3.7249,1
1.23,.11772758384592,0,0,0,COUPE,3,M,C,2,1.5129,1
3.53,.635181382611336,0,0,0,STNWG,3,F,F,3,12.4609,2
1.57,.635181382611336,0,0,0,SEDAN,2,F,E,4,2.4649,1
1.61,.366872005473851,0,0,0,SEDAN,2,F,A,4,2.5921,1
1.54,.366872005473851,0,0,0,SEDAN,1,F,C,5,2.3716,1
1.45,.985626283363672,1,1,353.769999980927,SEDAN,3,F,C,3,2.1025,1
1.399,.985626283363672,0,0,0,HBACK,1,M,A,2,1.957201,1
2.22,.366872005473851,0,0,0,STNWG,3,M,D,3,4.9284,1
1.39,.366872005473851,0,0,0,HBACK,1,F,A,5,1.9321,1
1.05,.982888432572963,0,0,0,HBACK,2,F,A,5,1.1025,1
1.79,.366872005473851,0,0,0,UTE,2,M,F,2,3.2041,1
1.31,.312114989730617,0,0,0,HBACK,3,F,B,3,1.7161,1
7.91,.985626283363672,0,0,0,CONVT,2,M,A,1,62.5681,4
4.56,.438056125938601,0,0,0,SEDAN,2,M,C,5,20.7936,2
1.87,.369609856260979,0,0,0,HBACK,2,F,A,2,3.4969,1
1.96,.63244353182381,0,0,0,SEDAN,1,F,C,4,3.8416,1
2.81,.47091033538527,0,0,0,STNWG,3,M,E,5,7.8961,2
2.03,.668035592056242,0,0,0,HBACK,3,F,D,4,4.1209,1
2.15,.128678986995112,0,0,0,UTE,3,F,D,2,4.6225,1
3.27,.0410677618069712,0,0,0,STNWG,2,F,B,5,10.6929,2
2.36,.733744010947703,0,0,0,STNWG,3,M,B,2,5.5696,1
1.11,.0930869267622256,0,0,0,UTE,3,M,F,5,1.2321,1
2.05,.265571526349959,0,0,0,SEDAN,2,F,B,3,4.2025,1
5.12,.985626283361626,0,0,0,COUPE,1,F,C,4,26.2144,3
1.73,.733744010947703,0,0,0,STNWG,2,F,C,2,2.9929,1
2.2,.10951403148465,0,0,0,SEDAN,3,F,C,2,4.84,1
.9,.632443531821764,0,0,0,HBACK,3,F,E,3,.81,1
3.55,.265571526349959,0,0,0,UTE,2,M,B,1,12.6025,2
1.32,.0985626283359693,0,0,0,STNWG,3,F,C,3,1.7424,1
.71,.88980150581483,0,0,0,TRUCK,4,M,A,4,.5041,1
1.2,.366872005473851,0,0,0,SEDAN,4,M,D,3,1.44,1
1.77,.366872005473851,0,0,0,HBACK,1,F,A,6,3.1329,1
1.06,.336755646814709,0,0,0,PANVN,4,M,A,4,1.1236,1
